route_id,distance_km,speed_kmph,traffic_level,hour_of_day,day_of_week,previous_eta,actual_eta
1,15.01,51.57,Medium,17,0,21.57,23.4
3,42.35,29.48,Medium,22,6,106.63,107.35
1,17.35,41.03,Low,13,6,25.9,24.83
1,16.44,41.53,Medium,14,6,33.7,31.35
1,15.1,38.52,High,4,1,39.64,36.88
3,41.39,51.96,Medium,0,0,57.26,58.41
3,40.65,30.25,Medium,15,3,101.51,100.44
3,42.35,31.12,Low,12,5,80.64,81.05
1,12.38,30.76,Medium,10,1,29.51,31.41
2,25.75,27.1,Low,22,2,55.34,57.02
2,29.71,50.73,High,3,1,58.82,57.9
3,39.13,32.82,Low,8,2,73.64,70.93
1,13.6,25.53,High,0,6,50.32,50.81
2,27.63,34.38,Low,23,4,44.91,47.42
2,24.81,46.87,Low,12,2,32.8,32.04
1,17.74,51.16,Medium,19,2,28.27,27.2
1,14.68,47.2,High,8,6,33.14,31.77
2,29.68,34.92,High,18,4,80.07,80.5
2,23.84,51.57,Medium,4,5,35.91,36.66
1,13.52,29.88,Low,5,3,29.96,28.13
3,38.57,49.83,Low,22,1,49.08,48.37
3,36.56,41.59,Medium,1,2,61.9,64.03
1,13.77,42.13,High,11,0,29.31,32.15
3,33.35,45.08,Low,12,5,47.0,44.44
1,15.64,36.87,Medium,9,4,27.55,30.34
2,28.92,42.19,Low,12,5,42.46,42.37
2,20.59,37.07,Low,21,2,32.61,33.34
1,14.11,28.53,Medium,5,6,36.53,38.53
3,31.16,26.75,Low,3,3,69.07,70.37
2,25.05,54.89,Low,21,5,25.03,27.28
3,44.31,54.33,Low,5,1,51.72,50.14
2,27.76,44.61,Low,1,0,37.61,38.33
2,24.84,46.31,High,7,2,52.44,50.62
1,13.97,28.23,High,0,4,46.75,47.28
1,16.81,54.02,High,1,1,32.81,30.26
2,21.12,41.69,Low,23,1,28.25,29.55
1,17.23,42.9,Medium,13,6,31.16,28.53
3,36.85,45.07,Low,18,2,51.84,49.37
1,13.41,42.05,High,1,6,31.24,31.93
1,12.04,46.28,Low,4,0,19.47,17.08
3,43.91,37.68,High,9,6,111.77,110.85
3,30.56,38.42,Medium,7,0,60.18,57.84
1,17.6,29.32,Low,5,1,33.66,36.32
2,22.29,37.09,High,15,5,56.22,56.52
1,13.44,50.29,Low,17,3,16.54,16.9
2,20.33,46.31,High,13,3,41.05,43.68
3,36.29,25.44,High,19,2,136.18,138.48
1,16.45,52.23,Medium,21,0,26.81,25.53
2,28.41,34.68,Medium,8,0,62.89,60.9
3,44.85,52.55,High,19,3,79.72,81.96
2,29.58,27.04,High,11,4,108.06,105.27
2,23.15,47.47,Medium,16,3,40.08,37.78
3,40.73,45.66,Low,1,6,56.37,55.28
1,16.84,51.5,High,11,3,31.13,31.65
3,41.41,29.81,High,17,1,132.82,131.61
2,20.03,40.98,Low,21,3,27.9,30.02
2,22.64,47.74,Low,20,2,33.01,30.1
1,14.71,26.28,Low,15,4,35.03,34.75
3,40.38,36.42,Medium,17,6,83.04,84.8
1,12.6,32.32,Medium,14,0,29.2,29.45
2,24.36,38.43,High,21,1,60.4,59.56
3,41.86,41.17,Low,7,6,63.67,61.41
3,34.1,43.49,High,9,2,76.32,76.67
3,44.98,37.64,Medium,3,0,91.38,89.11
2,20.51,40.0,Low,22,1,33.22,32.49
2,23.82,49.58,High,17,2,43.95,46.81
1,13.56,44.06,High,5,1,28.93,30.56
2,29.66,45.79,High,0,6,59.1,60.53
1,16.0,41.19,Medium,6,3,27.05,27.76
2,22.44,51.25,High,18,2,38.65,41.12
3,32.51,35.0,Medium,18,1,66.58,68.78
3,35.29,27.63,High,16,4,121.33,123.62
1,12.55,26.82,High,3,0,46.96,46.36
1,16.65,28.2,Medium,11,1,46.61,45.35
2,28.31,25.95,High,1,1,107.18,104.7
3,39.28,44.78,Medium,14,4,69.63,66.68
3,40.89,54.66,Low,11,0,42.74,44.5
2,29.14,28.72,Medium,9,1,75.52,74.81
3,34.3,34.5,Low,0,4,60.35,59.11
3,40.43,46.26,Low,14,0,51.38,53.11
3,37.87,48.29,Low,18,5,43.7,46.17
3,36.09,52.85,High,12,2,62.1,64.5
2,24.83,38.73,Low,6,4,39.67,39.68
2,27.2,48.53,High,13,4,51.17,53.21
3,34.81,40.72,Low,22,6,54.42,52.22
2,25.82,42.85,Low,19,5,34.54,35.17
2,22.43,52.91,Low,15,3,25.8,25.93
1,16.18,43.0,Medium,19,2,30.04,29.33
1,15.54,36.04,Medium,1,3,32.82,30.54
1,16.39,43.33,Medium,14,3,30.07,27.22
2,24.85,54.27,High,10,0,42.76,43.13
2,24.94,42.74,Medium,22,3,45.38,43.55
2,26.66,38.73,Medium,11,2,49.39,50.09
2,22.77,47.12,Medium,20,0,36.26,34.31
3,38.39,28.63,High,17,4,129.01,130.14
1,12.52,26.62,Low,20,2,26.8,27.37
3,35.71,47.36,Low,0,0,47.95,45.06
2,25.42,33.79,High,16,2,74.86,73.93
2,28.89,49.86,High,18,0,56.36,54.71
2,28.97,40.43,Medium,1,5,55.37,55.45
3,36.32,41.57,High,5,6,87.18,85.01
3,32.33,42.24,Medium,0,1,57.92,56.14
2,24.61,44.91,Medium,0,5,40.65,39.47
3,42.41,42.55,High,16,4,92.52,94.97
1,17.46,39.68,Low,6,0,28.58,27.43
1,14.54,45.3,High,19,0,32.68,30.72
1,15.08,51.47,Low,10,6,16.09,18.79
2,24.24,28.31,Medium,12,3,65.8,65.57
3,36.14,37.19,Medium,19,2,72.42,74.25
1,13.8,28.46,High,10,6,46.65,45.0
2,24.63,48.19,Low,14,3,33.66,32.44
1,12.02,46.5,High,11,1,26.69,24.6
2,22.21,26.44,Medium,20,5,61.69,64.52
2,28.46,53.43,Medium,18,2,38.19,40.21
1,17.28,52.11,High,4,1,32.52,31.14
1,16.48,39.24,Medium,14,2,32.4,31.99
3,33.33,29.28,High,23,0,108.03,108.55
3,36.58,29.03,Low,6,5,76.75,73.79
3,37.23,37.93,Low,22,5,59.09,59.53
3,37.47,50.49,Medium,23,2,53.79,55.86
3,32.22,25.56,Low,14,5,76.28,76.14
3,37.26,54.26,Medium,7,0,54.01,51.68
2,25.2,31.12,Low,1,4,50.33,50.26
3,36.59,29.6,Low,3,0,72.4,72.76
2,28.26,52.89,High,20,3,48.29,51.11
1,12.64,30.65,Low,2,5,21.93,24.43
2,21.58,32.84,Medium,21,0,50.34,50.47
3,43.51,25.89,High,3,2,157.54,160.39
1,13.11,42.05,High,6,3,31.44,29.26
2,27.74,28.15,High,1,2,95.78,94.68
1,17.65,45.61,Medium,19,5,27.17,29.24
2,24.65,49.86,Low,20,6,28.42,30.84
3,42.38,25.23,High,12,3,160.86,161.06
2,28.78,49.58,Medium,14,4,41.07,42.26
2,28.66,29.63,Low,6,4,58.1,58.87
3,41.85,25.52,High,9,5,158.09,156.61
3,33.69,53.7,Medium,14,2,45.77,45.1
1,15.28,25.57,Medium,8,1,44.51,44.28
2,27.42,37.76,High,9,4,70.1,71.65
2,29.38,38.08,High,14,0,74.23,73.74
3,35.47,40.1,Medium,8,6,63.76,64.44
1,17.67,27.98,Medium,13,0,48.24,47.25
3,41.41,42.02,Medium,7,6,74.29,72.3
2,27.52,45.12,Medium,17,6,43.69,45.48
2,22.59,42.56,High,19,0,50.22,52.68
3,37.15,50.0,Low,5,6,45.04,42.89
3,30.74,33.33,Low,5,1,58.45,57.07
2,24.45,44.91,Medium,5,2,37.81,40.4
1,12.58,39.08,Low,1,0,16.28,19.07
1,13.95,29.8,High,9,5,46.09,44.94
1,16.29,43.01,Low,22,5,24.92,22.75
2,22.85,31.33,High,19,3,69.8,69.55
2,22.61,45.81,Low,15,1,29.49,29.23
3,36.35,36.47,Medium,9,2,72.84,73.54
3,30.85,38.11,Medium,5,4,61.96,61.63
2,29.46,53.59,Low,20,3,30.8,32.01
2,27.84,39.86,High,8,5,70.4,68.03
2,29.68,49.27,Low,5,1,36.11,34.36
1,14.21,40.49,High,5,0,36.6,33.66
3,36.55,34.68,High,12,5,101.16,101.68
3,40.49,45.26,Low,4,2,56.86,54.27
2,27.88,29.4,Low,20,3,54.52,56.01
3,44.97,53.76,Low,21,2,52.72,50.11
2,20.45,46.56,High,5,1,44.67,42.23
2,29.99,40.25,Low,5,1,43.29,42.88
3,31.09,50.04,Low,8,0,34.3,35.86
1,16.06,49.14,High,18,1,31.54,30.04
1,12.23,49.42,Low,1,6,12.2,13.79
3,39.11,33.62,Medium,16,4,89.68,89.14
3,37.36,38.22,Medium,23,3,75.69,74.28
1,14.05,29.42,Low,11,6,28.99,28.56
3,41.11,34.36,Medium,10,5,93.19,90.44
3,39.19,41.02,Medium,9,4,70.69,73.06
3,38.86,49.69,Medium,0,3,56.9,58.17
1,15.92,43.87,Medium,7,5,28.75,26.42
3,41.05,39.24,Low,15,3,60.16,60.83
3,44.28,38.32,Low,5,6,67.35,68.05
3,37.14,36.55,Low,23,6,58.2,59.03
1,13.32,30.1,Medium,9,4,32.55,33.69
1,15.31,25.55,Low,20,0,32.76,34.76
2,26.55,41.17,High,2,3,58.45,60.23
2,21.65,46.77,High,18,1,42.01,44.0
2,22.18,46.29,Medium,5,3,38.94,37.84
3,35.76,38.3,Low,4,3,57.23,55.27
1,17.33,51.47,Low,2,5,18.48,21.27
2,21.49,41.52,Low,7,0,29.07,30.28
3,37.13,39.14,Low,21,4,54.15,55.74
3,30.15,34.03,High,16,3,84.85,84.67
1,12.24,46.49,Medium,19,4,20.51,19.18
2,22.16,35.01,High,9,0,61.39,59.68
2,24.88,40.62,High,23,1,55.33,58.16
3,42.84,34.18,Low,2,6,74.95,76.72
1,17.56,45.51,Medium,15,5,28.36,27.17
1,15.78,25.74,High,19,0,56.91,59.72
1,16.81,35.24,Medium,9,3,35.3,34.45
2,25.28,44.33,High,8,0,53.26,55.65
1,15.05,42.03,Medium,21,3,25.57,26.87
3,31.97,44.64,Medium,15,3,51.58,51.92
2,29.88,41.8,Medium,6,4,54.92,53.01
1,17.09,50.08,High,4,3,29.73,32.48
2,21.74,27.95,High,15,5,73.63,74.11
1,13.6,40.96,High,15,2,34.49,31.78
1,16.11,48.33,Medium,12,5,28.57,26.97
2,20.97,39.21,Low,5,3,34.99,33.71
1,13.55,37.1,Low,6,5,20.7,21.6
2,29.87,42.06,Medium,4,2,53.77,51.79
2,29.56,51.82,High,16,2,52.58,55.47
3,44.81,34.66,High,17,3,123.99,122.65
2,26.22,30.63,Low,1,6,52.47,53.35
3,42.64,28.86,High,21,0,139.92,141.93
3,33.81,53.33,Medium,7,0,51.04,48.89
3,41.38,49.36,High,20,2,80.39,80.81
1,12.19,28.22,Medium,17,5,30.86,33.72
3,32.66,41.22,Medium,15,0,58.37,59.47
1,17.42,33.31,Medium,12,3,42.62,39.66
3,31.88,25.14,Medium,12,2,95.78,95.42
2,22.25,25.93,High,16,1,83.47,83.45
2,23.01,33.48,Low,6,0,40.43,42.57
1,14.67,27.18,Medium,10,5,39.29,41.87
1,15.16,35.33,High,3,5,44.02,42.61
2,21.12,42.43,Low,17,0,27.6,29.94
3,36.46,50.8,High,6,5,68.05,70.15
1,17.68,36.27,Medium,13,5,39.39,36.61
2,22.73,39.7,High,15,1,55.8,56.18
3,34.75,29.62,Medium,7,4,92.03,89.43
2,29.85,44.95,Low,16,6,40.97,41.81
3,35.95,49.06,Medium,7,4,53.89,53.27
2,24.77,33.51,Low,13,1,46.38,44.26
3,33.76,30.71,Low,12,2,64.75,64.17
1,17.15,27.76,Medium,11,0,48.22,47.95
3,43.16,27.08,Low,9,2,92.96,93.97
3,35.96,36.71,High,9,1,92.5,92.31
2,29.05,46.13,Low,3,2,38.62,39.14
2,27.05,52.63,Medium,4,4,35.35,37.36
2,20.73,46.01,Medium,0,1,33.53,35.49
2,28.68,34.6,Medium,21,6,63.69,61.47
3,37.47,44.23,Medium,22,5,61.07,61.63
1,12.71,29.02,Low,20,6,24.11,24.33
1,14.58,45.0,High,2,5,29.57,32.38
3,38.89,36.03,Low,6,2,62.1,64.73
3,44.98,54.73,Low,4,6,51.95,49.22
2,21.37,51.79,Medium,13,5,32.15,31.37
1,13.48,50.71,Low,20,6,19.57,17.77
1,16.53,44.31,Low,23,3,23.94,23.99
1,15.59,45.56,Low,0,5,20.97,18.66
1,12.76,29.1,Low,2,5,26.8,25.4
3,33.82,41.16,Low,2,0,51.21,49.67
3,31.36,36.65,Medium,2,6,64.88,63.65
3,32.37,47.74,High,23,3,65.19,63.77
3,37.43,54.51,Medium,19,0,52.78,50.08
1,14.47,31.81,Low,23,3,27.2,26.35
2,22.79,48.22,Low,17,1,28.81,29.98
2,29.27,47.48,High,23,6,58.61,60.14
2,25.26,32.51,High,12,5,73.52,72.64
3,39.11,50.17,Medium,5,4,55.19,56.5
3,35.09,46.24,High,0,0,69.95,70.91
1,13.62,45.42,Medium,19,0,18.98,21.21
1,15.54,39.49,High,9,1,40.91,38.36
1,17.6,28.14,Low,18,2,33.51,35.88
1,14.77,47.65,Low,4,1,20.05,19.93
3,35.44,31.78,Low,1,2,66.9,65.52
2,27.96,33.09,High,8,1,76.86,79.7
2,27.94,33.56,Low,10,0,52.52,51.28
2,20.51,28.12,Low,5,5,42.35,42.36
1,13.18,26.85,Medium,1,5,39.12,38.21
2,25.43,25.82,Medium,9,1,73.43,74.36
3,34.5,49.7,Low,17,1,41.34,42.33
2,23.21,45.85,High,18,1,48.6,49.69
1,13.7,49.56,High,23,6,23.16,25.13
1,15.16,45.14,Low,15,1,21.96,21.62
2,29.52,39.31,Medium,10,0,57.35,57.54
2,29.08,40.65,High,4,0,68.69,67.19
3,37.12,52.26,Low,14,6,43.85,44.31
2,29.33,33.12,Low,2,3,50.66,51.7
2,20.67,31.75,Low,13,4,37.42,40.09
1,13.4,36.08,High,14,6,34.24,34.37
1,12.23,25.67,High,17,5,43.7,43.94
1,13.66,49.09,Low,23,2,18.04,17.13
3,43.24,26.09,Low,20,4,95.99,97.49
1,12.73,48.84,Low,6,3,13.9,13.64
1,12.78,48.88,Medium,19,3,20.55,20.14
2,25.35,47.6,High,15,5,49.07,49.52
3,32.52,36.61,Low,12,0,52.64,53.11
2,25.78,35.14,Low,6,2,45.81,45.25
1,16.35,44.3,High,2,5,33.22,34.02
2,25.76,29.08,Low,21,3,52.17,53.7
1,13.0,41.23,High,15,5,28.6,30.58
2,27.4,48.33,High,2,0,53.2,52.6
2,26.05,37.41,High,16,2,64.61,66.9
3,35.78,27.25,High,21,6,128.42,125.71
3,34.92,53.14,High,20,4,63.57,61.41
1,13.12,42.76,High,15,3,30.14,30.59
2,22.05,47.17,Low,18,6,31.13,29.78
3,40.73,28.83,High,8,5,136.36,135.42
3,36.46,28.21,Medium,16,6,101.38,98.41
1,15.9,45.15,High,15,0,34.85,31.87
1,12.19,44.82,Low,6,6,15.3,15.72
1,14.87,44.0,High,13,0,31.3,31.9
2,23.89,54.42,High,13,3,41.06,40.33
2,20.34,53.39,Medium,12,2,29.0,26.76
2,21.46,53.09,Low,13,1,25.26,24.44
1,12.95,48.7,High,14,1,23.52,26.04
2,27.71,40.91,Low,16,0,39.93,41.26
3,36.9,46.9,Low,23,1,45.25,45.79
1,15.86,28.8,Medium,11,6,44.85,42.01
2,27.15,33.22,High,9,6,80.71,78.95
3,36.6,28.58,High,3,6,118.34,121.02
2,22.55,50.21,Low,9,1,28.06,27.04
1,17.79,48.07,Low,3,6,20.15,21.25
3,40.66,28.95,Medium,21,6,106.11,105.21
2,26.34,35.09,Low,3,4,47.12,45.3
3,33.36,46.23,Medium,7,2,53.53,53.51
1,16.1,45.64,Low,1,2,19.64,20.1
3,37.57,29.52,Low,14,4,74.59,75.78
3,36.46,41.9,Low,11,3,55.03,53.09
3,33.32,34.52,Medium,16,3,73.4,72.68
1,15.82,28.57,Medium,1,2,43.7,41.35
2,22.65,51.49,Medium,7,5,33.97,33.28
1,12.29,50.92,Medium,6,1,17.74,16.21
1,14.92,41.35,High,19,4,39.22,36.26
3,42.59,34.39,Medium,19,3,94.4,94.5
2,27.54,44.33,Medium,15,3,44.67,45.76
3,36.57,48.17,High,2,1,73.63,72.66
2,28.23,44.39,Low,12,0,35.54,38.18
3,34.44,33.19,High,9,2,99.19,99.19
3,40.32,47.38,Low,12,3,54.5,51.87
2,27.22,31.48,Low,19,2,54.07,53.36
3,39.29,41.65,Medium,19,1,70.31,72.58
2,23.73,28.11,Low,2,4,49.94,50.94
2,23.89,44.48,Low,16,4,34.77,33.95
1,14.49,50.12,Low,8,6,16.11,15.92
2,21.65,35.38,Low,15,0,35.61,35.69
3,40.15,41.26,High,5,3,91.39,91.91
3,32.16,49.95,Medium,8,6,45.86,47.82
3,42.45,43.04,Medium,11,1,76.67,75.75
3,41.13,51.71,High,6,2,74.48,76.5
1,14.08,30.44,Medium,20,5,33.6,33.31
1,14.13,25.43,Low,9,5,31.59,33.21
2,27.19,29.05,Medium,6,0,67.56,69.56
1,17.69,32.03,High,4,2,53.14,52.71
3,42.04,45.89,Low,2,3,56.79,54.36
1,15.19,25.87,Low,22,5,33.16,34.96
1,15.65,53.42,Low,13,0,18.24,17.67
2,28.45,46.45,Medium,20,4,44.83,45.64
1,13.52,27.22,Low,22,3,32.03,31.3
3,31.97,28.9,High,15,4,104.93,106.57
2,24.57,34.93,Medium,3,1,51.13,52.44
2,20.01,32.43,Medium,19,6,46.04,48.22
2,23.28,47.23,Low,2,0,25.88,28.23
1,17.31,32.48,Low,9,0,34.91,32.8
1,17.24,27.43,Medium,17,4,42.9,45.24
3,36.11,51.13,Medium,7,5,51.77,51.44
1,15.04,54.69,High,8,1,26.01,25.93
2,29.09,45.64,High,7,0,64.16,62.73
2,23.36,46.71,Low,6,6,29.93,29.88
2,27.99,44.08,Low,17,4,38.22,36.33
3,40.35,26.95,Low,12,3,91.49,90.19
3,34.28,51.89,Low,4,3,39.82,40.15
3,34.3,32.69,Low,23,5,61.3,62.23
2,28.99,51.48,Medium,5,0,41.7,42.94
2,25.3,34.43,Medium,23,4,56.2,54.61
3,41.38,38.57,Low,0,3,66.3,64.03
2,23.92,31.58,Medium,6,0,56.25,56.25
1,13.43,35.11,Low,22,2,24.07,22.81
1,14.84,46.07,Low,0,0,20.99,20.1
2,22.6,28.46,Medium,20,1,62.83,61.08
2,22.7,47.42,Medium,0,1,35.47,34.49
2,24.49,37.08,Low,23,2,37.98,37.98
2,24.5,50.41,Medium,0,5,32.73,35.05
2,24.38,36.67,Medium,2,1,48.8,51.06
2,27.12,35.57,Low,23,1,43.48,45.11
3,39.73,26.85,Low,4,4,88.69,86.95
1,17.26,25.34,Medium,18,4,51.02,52.37
2,26.4,30.15,Medium,11,1,61.82,63.78
2,29.11,52.25,Medium,23,4,43.56,42.87
2,24.14,53.62,High,18,0,39.5,42.24
1,13.29,28.35,High,4,2,46.29,45.46
2,25.75,44.9,High,1,3,53.87,55.02
3,38.26,41.32,High,10,1,90.48,88.29
2,25.34,47.55,Low,9,0,32.59,33.53
2,23.47,39.7,Low,2,3,31.97,33.59
1,14.85,42.73,Medium,4,3,26.46,24.53
2,26.77,51.72,Low,5,2,29.89,31.29
2,22.32,25.09,Low,2,2,53.35,55.0
1,16.47,54.95,High,9,6,29.57,27.71
3,43.94,41.41,Low,8,4,66.16,65.14
3,42.15,53.48,Medium,12,5,58.53,58.32
2,22.42,33.4,High,23,6,63.48,64.41
2,22.65,40.59,High,18,1,52.56,55.42
2,20.45,26.29,Medium,10,2,60.76,59.2
1,14.1,44.53,High,10,3,28.47,29.69
1,14.75,50.82,Medium,4,5,20.32,22.03
3,35.08,33.58,Low,13,5,62.57,64.1
1,16.09,51.63,Low,20,5,22.23,19.89
1,15.28,50.75,High,23,1,30.56,30.33
2,21.06,49.31,Medium,18,6,35.53,33.1
3,40.47,53.36,Medium,14,3,60.63,58.21
2,29.35,54.64,Low,2,1,33.03,32.44
1,13.14,27.19,Low,4,4,30.59,29.87
2,25.32,48.13,Medium,11,0,40.86,40.72
3,37.13,52.74,Medium,20,1,50.87,52.33
2,20.93,48.13,Low,7,4,25.41,25.01
1,16.37,31.57,High,9,3,46.91,48.86
2,21.19,46.17,Low,22,5,30.38,28.19
1,16.7,53.92,High,15,6,32.38,29.68
2,29.7,26.71,Medium,10,5,85.45,85.25
3,43.01,47.23,Medium,14,2,67.82,66.87
2,24.65,51.86,Low,9,1,28.42,28.82
1,17.8,51.9,Low,2,3,19.63,18.87
2,26.89,28.17,Medium,9,5,72.41,72.1
3,44.98,53.61,Low,0,6,49.95,48.78
3,40.84,49.47,Low,23,6,45.9,47.98
2,25.6,27.33,High,8,2,88.64,89.1
2,24.0,52.77,High,13,6,43.34,42.79
1,16.53,25.71,Low,15,3,42.31,40.12
2,24.41,42.94,High,9,2,56.81,55.24
2,20.34,30.25,Medium,17,5,53.61,50.7
1,17.68,38.14,Medium,4,2,33.76,36.18
2,24.06,44.13,Low,4,6,31.8,32.88
2,24.57,53.39,High,0,0,44.29,44.15
1,15.06,39.14,Low,3,3,23.66,22.89
2,26.19,42.05,Medium,0,3,47.0,46.06
2,20.53,36.85,High,14,0,51.0,53.8
2,27.92,37.51,Low,23,1,46.78,44.35
1,13.57,47.89,Medium,18,6,21.5,20.72
2,20.51,29.72,Low,9,6,38.56,40.63
3,36.15,51.73,High,21,6,68.91,68.33
1,14.78,25.05,High,13,6,58.42,58.01
2,22.89,47.51,Low,3,6,26.84,27.06
3,42.83,50.01,Medium,17,6,64.38,63.36
3,33.39,28.91,Low,18,1,68.4,67.38
3,33.58,40.35,Low,0,0,49.06,51.83
3,40.91,30.42,Medium,2,3,99.8,101.89
2,20.22,39.89,Medium,13,2,37.95,37.06
3,43.57,51.84,Low,0,0,47.06,49.45
2,27.73,48.95,Low,12,6,31.86,33.02
1,14.91,34.52,High,1,3,43.64,41.24
2,20.18,36.09,Low,13,2,32.18,34.21
3,43.39,33.66,Low,18,6,81.1,78.16
3,36.05,48.29,Low,21,1,46.24,45.06
3,40.23,43.19,Low,12,2,56.93,53.97
1,14.12,25.1,Low,16,4,32.3,33.85
1,15.72,28.25,Medium,1,0,41.98,42.7
1,14.52,34.5,Low,14,6,21.76,24.63
3,41.83,39.54,Low,11,1,63.58,65.36
3,43.47,39.25,Medium,21,4,82.83,82.98
3,39.98,34.86,Medium,2,2,88.39,87.97
2,26.71,47.63,Medium,7,0,41.19,41.35
3,44.97,43.64,Medium,10,6,77.11,78.79
1,13.93,35.74,Medium,19,5,30.6,29.28
1,17.59,38.74,Low,5,0,28.78,26.98
2,27.64,42.01,Medium,12,4,49.76,50.37
1,15.37,36.51,Medium,18,5,28.18,30.05
1,15.29,47.34,Medium,6,3,28.2,25.7
1,17.27,42.14,High,1,0,42.23,40.02
2,20.84,40.11,Medium,22,1,36.3,39.16
3,37.97,46.7,Low,3,0,46.45,47.93
3,39.02,30.16,Medium,8,5,98.34,98.73
3,38.55,53.81,High,8,5,67.23,67.97
2,23.76,52.2,Medium,2,1,36.77,35.07
3,34.37,37.63,Low,20,4,51.77,53.17
3,31.95,38.72,Medium,18,1,64.18,62.77
3,44.02,49.55,Low,6,3,49.38,51.55
1,12.09,36.68,Low,19,3,19.41,20.68
1,17.69,29.65,Low,13,3,36.02,34.24
3,33.43,32.4,Medium,2,0,78.37,79.1
2,25.81,34.36,Medium,12,2,57.85,56.89
2,27.13,44.45,Low,21,2,34.54,36.43
2,20.73,45.42,Medium,23,3,34.86,36.08
1,17.31,33.07,High,5,6,46.43,49.07
3,31.71,26.94,High,17,2,112.14,114.78
2,28.94,26.2,Medium,1,0,80.38,81.75
2,23.99,36.91,Low,8,6,42.3,40.3
3,37.4,48.97,Low,10,2,47.44,45.83
3,34.88,51.55,High,18,6,64.01,66.03
1,14.22,41.39,Low,0,2,19.42,21.15
1,13.69,53.4,Low,1,1,17.2,17.07
2,20.18,49.47,Low,22,4,25.05,23.18
3,36.78,32.95,High,5,3,111.16,109.05
2,25.14,32.38,High,2,5,73.85,74.61
2,26.72,27.5,Low,22,6,58.81,56.81
3,35.7,27.84,Medium,11,0,95.13,94.22
1,17.57,42.06,Low,6,5,25.16,25.49
1,17.17,28.85,Low,1,4,39.07,36.9
2,28.62,31.08,High,19,1,87.41,88.37
3,44.4,27.95,Low,1,3,95.1,96.58
2,24.67,29.44,High,17,2,75.93,78.48
1,15.8,35.73,Low,12,6,25.49,27.75
3,44.98,31.69,Medium,10,3,104.59,106.05
3,38.54,41.04,Low,1,4,59.39,57.28
1,17.93,53.84,Medium,16,3,23.51,25.89
2,27.35,51.3,Medium,3,3,44.91,41.98
3,41.25,27.29,High,9,0,144.23,145.05
1,15.98,31.27,Low,0,4,28.0,29.67
3,41.85,39.69,High,18,1,99.2,101.65
2,20.97,47.14,Low,3,0,23.51,25.46
2,29.92,33.73,High,23,6,81.12,83.5
3,42.43,31.1,High,12,5,130.96,129.26
2,24.83,48.68,Medium,10,1,36.57,39.01
1,17.64,30.49,Low,4,3,34.12,35.39
3,33.41,47.54,Low,14,5,41.21,44.07
2,21.39,51.28,Low,19,2,27.89,25.08
3,42.54,37.53,Low,6,2,64.92,66.07
3,42.67,31.29,Low,3,2,83.27,81.82
1,15.13,47.72,High,13,6,28.69,31.47
3,39.1,32.11,Low,6,0,71.06,74.0
1,16.68,54.71,Low,4,5,16.27,19.07
3,36.0,49.45,Medium,8,4,52.36,52.88
2,27.55,51.94,High,18,4,49.85,51.29
2,21.07,50.41,High,17,3,41.39,40.54
3,36.27,40.68,High,19,5,84.42,87.35
1,16.34,46.3,High,17,0,34.33,33.88
2,28.7,51.57,High,7,5,50.82,51.65
2,26.77,36.63,Medium,18,4,50.94,53.12
3,40.84,43.22,Medium,4,0,72.02,72.17
2,20.82,41.67,High,13,1,47.31,46.56
2,21.25,38.26,Low,23,0,34.76,33.02
3,34.86,35.82,High,18,6,90.46,92.63
1,15.72,50.62,Medium,18,4,21.87,23.52
2,23.65,45.33,High,9,6,48.2,50.5
3,39.0,49.08,High,9,1,73.73,75.69
2,24.26,40.76,Low,21,5,33.67,36.03
3,40.91,30.76,Low,11,6,79.55,80.69
2,20.19,35.03,Low,1,2,36.7,35.34
1,14.16,30.28,High,17,4,44.3,46.86
1,16.56,28.34,High,8,4,60.26,57.53
3,31.07,28.16,Medium,23,0,84.27,82.53
1,14.92,42.54,High,14,5,33.32,33.06
1,15.48,42.44,Low,15,5,22.25,21.21
3,32.62,25.63,Medium,12,5,93.68,93.97
1,16.02,39.2,Medium,4,5,32.47,30.96
1,13.78,34.07,High,14,1,36.46,37.62
2,26.29,25.5,Medium,12,5,76.9,76.0
1,17.47,28.78,Medium,7,3,43.96,44.97
1,17.98,49.48,High,8,6,36.34,35.13
2,24.04,30.7,Low,3,2,50.4,48.86
2,29.39,47.06,High,13,6,61.61,61.23
3,44.32,38.94,Low,15,2,69.54,67.85
1,13.91,47.53,Medium,12,2,23.44,21.85
3,40.1,34.92,Medium,5,0,90.55,87.72
3,35.83,44.21,Medium,16,2,57.99,59.88
2,26.99,25.46,Medium,11,6,81.51,81.08
2,21.26,35.82,Medium,8,6,47.64,46.21
2,20.1,32.44,Low,5,2,39.4,37.07
2,29.19,39.44,Low,12,5,44.73,45.39
2,20.28,37.8,High,1,2,49.92,51.78
2,27.45,44.77,High,10,2,56.7,57.38
3,38.42,25.73,Low,2,5,91.86,89.89
1,12.22,35.19,High,3,0,34.8,34.83
3,41.47,40.0,Low,22,3,61.91,61.76
3,44.49,51.58,High,9,3,79.44,81.43
1,12.18,53.47,Medium,8,3,13.3,15.97
3,41.62,51.66,Medium,4,4,60.72,60.26
3,35.41,50.23,Low,23,4,40.72,40.93
2,29.79,40.07,Medium,15,3,52.56,53.76
3,44.28,27.7,Medium,0,4,118.58,118.14
2,24.79,33.01,Medium,18,1,56.7,54.83
